uid,headline,text,url,newspaper_uid,host,headline_tokens,text_tokens
daa32e9cc811b7e4025cc9d463bf30ff,Museo Mural Diego Rivera exhibe 121 obras de 70 artistas y 10 de O’Higgins ,"Ciudad de México. Con esculturas plasmadas en monumentos, representaciones de personalidades relevantes y elementos identitarios en México, la exposición Rostros y retratos: Expresiones en volumen abre hoy en el Museo Mural Diego Rivera.El recinto presenta también, a partir de mañana, la muestra Los murales de Pablo O’Higgins o la invención del porvenir, con 10 bocetos realizados entre 1934 y 1964, de los 15 del creador donados por María O’Higgins en 2017.“Es un homenaje a ella, que siempre estuvo preocupada por que las instituciones mexicanas resguardaran la memoria y, por eso, deposité en varios acervos obra de su esposo”, dijo Marisol Argüelles, encargada de la dirección del museo.La muestra Rostros y retratos reúne 121 piezas de 70 artistas, entre quienes se encuentran 46 creadores nacionales, producidas entre los siglos XIX y XXI. Contiene un núcleo que retoma a los personajes del mural Sueño de una tarde dominical en la Alameda Central, de Diego Rivera.Exhibe obras en materiales como madera, piedra, yeso, cerámica, bronce, mármol, jade, basalto, terracota, cera, resina, porcelana y alabastro, provenientes de 41 colecciones particulares y 15 fondos institucionales.María Estela Duarte, curadora de la exposición, destacó en conferencia que “era tan rico el tema que nos fuimos desde el siglo XIX hasta la actualidad y hay muchas esculturas que no conozco, pero lo importante fue ver los rostros, las técnicas y los materiales. Se me hace muy rico ver toda esta plasticidad. Me llevó cuatro años hacer una exposición como ésta, es algo titánico”.La muestra, que concluirá el próximo 7 de agosto, está dividida en cuatro núcleos: temas alegóricos y simbólicos; aproximaciones etnográficas a grupos originarios de América, África y Asia; el conformado por una selección de figuras que Rivera inmortalizó en el emblemático mural, y el integrado por efigies de personajes clave en el campo de la ciencia, la historia y la cultura.Marisol Argüelles mencionó que era importante brindar al publico esta muestra “con muchas capas de información. Tiene que ver con los personajes, los escultores, las técnicas”, pero sin saturarlos.Se trata de lograr un “recorrido no tanto académico, sino para disfrutar de la escultura, recorrer la historia… y para quien quiere saberlo todo, pondremos a su disposición material, sin saturar el recorrido y la sala, a través de contenidos a los que se podrá acceder a través de códigos QR, para que puedan saber de los escultores y de los personajes retratados”.Estela de personalidadesLa muestra reúne trabajos de Adamo Boari, Carlos Bracho, Ernesto Tamariz, Tomás Chávez Morado, Arnaldo Coen, Ángela Gurría, María Lagunes, Tosia Malamud, Jorge Marín, Oliverio Martínez, Luis Ortiz Monasterio, Alberto de la Vega, Reynaldo Velázquez, Francisco Zúñiga, Inmaculada Abarca y Germán Cueto, entre otros.También incluye representa-ciones de Sor Juana Inés de la Cruz, Diego Rivera, José Clemente Orozco, Charles Darwin, David Alfaro Siqueiros, Marie Curie, el archiduque Maximiliano, Dolores del Río, Gerardo Murillo Dr. Atl, Benito Juárez, Lenin, Vicente Lombardo Toledano, Jacinto Canek, Víctor Hugo, Celestino Gorostiza, Carlos Pellicer, Jaime Sabines, Nezahualcóyotl y muchos más artistas, escritores, científicos y políticos mexicanos.María Estela Duarte, quien desde 1985 trabaja la escultura, fue inspirada por los talleres de Ernesto Tamariz, Tosia Malamud y Carlos Espino. En el espacio que los hijos de Tamariz acondicionaron para almacenar su colección escultórica, “empecé a ver cómo se cruzan las miradas entre unas y otros, los yesos, los bronces patinados, las cabezas y los cuerpos. La escultura es algo que abraza, es una tercera dimensión. No es lo mismo la pintura. La escultura la sentimos muy cerca”.La especialista indicó que “el primer núcleo empieza como el Museo Nacional de Antropología, porque venimos de escultores. Hay que ver el maravilloso calendario azteca. En el siglo XIX no voltearon a ver la escultura prehispánica, pero en el nacionalismo, enfocarse en nuestras raíces y culturas nativas fue una de las vetas más importantes.“El rostro humano es el tema más representado en la historia del arte. El retrato nos habla de muchas cosas. Las alegorías están en el primer núcleo, no es que sean retratos pero de alguna manera se puede distinguir qué lo es y qué no”. Ejemplificó con una obra de la artista ucrania Tosia Malamud, “que es una expresión y refleja perfectamente la angustia”.Resaltó, asimismo, las obras de Reinaldo Velázquez, de Oliverio Martínez, quien ganó el concurso para hacer las esculturas del Monumento a la Revolución, de Carlos Bracho, de Ángela Gurría, cuya representación de una mujer “tiene una mirada intensa, es bellísima”.Además, la maqueta del Monumento a la Madre, de Luis Ortiz Monasterio, “que luego del temblor la reconstruyeron y no les quedó bien. No sé por qué, pues hay modelos. No salió bien la restauración.“La cabeza de la Patria es una de mis piezas preferidas, que he trabajado desde 1985, la figura central del Monumento a los Niños Héroes, que está en Chapultepec. Me estremece, tiene una gran fuerza. El maestro Tamariz es una de las gentes que más escultura monumental hicieron.”Del núcleo del rostro etnográfico, destacó la figura de una mujer de Ortiz Monasterio, cuyo original está en Filadelfia, y las diversas representaciones del rostro indígena y popular. Le sigue el eje temático dedicado a los personajes del mu-ral de Rivera.El último núcleo, el histórico-cultural, es el más grande, sostuvo. En él se hallan numerosas efigies de personalidades trascendentales en los campos de la ciencia, la historia y el arte.",https://www.jornada.com.mx/notas/2022/04/07/cultura/museo-mural-diego-rivera-exhibe-121-obras-de-70-artistas-y-10-de-o-higgins/,lajornada,www.jornada.com.mx,8,468
a9d014661a64add0f6e36d046f68babf,"Picabia was Martínez, muestra que invita al espectador a ver el mundo con sentido del humor ","El diseñador gráfico, editor y artista Alejandro Magallanes (Ciudad de México, 1971) ve el mundo con sentido del humor. Éste es el elemento que permea Picabia was Martínez, exposición que el también ilustrador y poeta presenta hasta mañana en la galería Le Laboratoire.El título obedece a que el primer apellido del pintor francés Francis Picabia (1879-1953) era Martínez. Para Magallanes, se trata de un artista “inclasificable”, ya que pasó por diferentes movimientos artísticos como el posimpresionismo, el dadaísmo y el surrealismo, aparte de que escribía poesía y ensayo. “Me gustó que la muestra se llamara así, ya que también tiene que ver con los textos y las imágenes, nuestras herramientas para explicarnos el mundo”, expresa en entrevista.–¿Cómo ve el mundo?–Ahorita está muy feo. Una vez me dijo un maestro que mediante el humor se pueden decir cosas realmente ciertas. Recuerdo que en uno de mis libros favoritos de Mark Twain, El forastero misterioso, en cierto momento el personaje principal dice que el sentido del humor y la capacidad de reírse nos hace especiales en nuestra existencia.“El mundo está de cabeza por obvias razones que vemos a diario tanto en nuestra ciudad, nuestro país y nuestro continente como en el planeta. Aun así existen cosas por las cuales podemos hacer observaciones. Hay que aprender que el humor es una gran receta para eso.”A decir de Magallanes, es posible desarrollar el sentido del humor desde el momento en que “dejemos de tomarnos en serio a nosotros mismos. Allí experimentamos la liberación que puede dar el humor”.La exposición reúne varios conjuntos de trabajo: Quad text, Historia del arte, Pinturas negras, Tapetes (contienen textos), Cuadros, Triángulos, Personajes de bolitas y palitos, Estructuras, Estructura gramatical, Es tu mamá, Beso y Libros fósiles. Respecto de este último conjunto, Magallanes explica que es una serie que trabaja desde 2016: “Son libros que ya no tienen lectores, a nadie interesan; sin embargo, me gustan por la forma en que están hechas las portadas y los materiales. Parecen libros, aunque ya no lo son, porque no se puede leer su contenido”.Magallanes sostiene que “una imagen no vale más que mil palabras”; sin embargo, los vocablos generan millones de imágenes diferentes. “Entre una imagen y un texto siempre se puede formar un tercer significado que depende justo del espectador. Entonces, esa frase se me ocurre por la poesía. Es una tarea muy difícil tratar de ilustrar este género, porque en las palabras ya están las imágenes, y probablemente cualquier imagen que tratemos de hacer para acompañar este texto nunca será tan potente como las que se producen con la imaginación de cada lector. Cada palabra va acompañada de una imagen que es interpretada, o traducida, por el espectador. Las palabras combinadas pueden crear imágenes poéticas”.La exposición Picabia was Martínez, que incluye pintura, escultura y objeto, termina mañana su exhibición en la galería Le Laboratoire (Vicente Suárez 69-2, colonia Condesa). El acceso es con cita previa en el teléfono 555256-4360.",https://www.jornada.com.mx/notas/2022/04/05/cultura/picabia-was-martinez-muestra-que-invita-al-espectador-a-ver-el-mundo-con-sentido-del-humor/,lajornada,www.jornada.com.mx,9,256
ada79a7a07c67ff046dc5b191c2ca1f1,"Inflación anual llega a 7.45% en marzo, impulsada por precio de energéticos ","Ciudad de México. El aumento en el precio de los energéticos y tarifas autorizadas por el gobierno, producto del alza de la cotización del petróleo y del gas a nivel internacional, así como de alimentos procesados, bebidas, tabaco y otros servicios, se reflejó en la aceleración de la inflación en México de marzo.De acuerdo con el Índice Nacional de Precios al Consumidor (INPC), la inflación general en México fue de 0.99 por ciento en marzo con respecto a febrero, la mayor desde 1998, y lejos de las estimaciones de los analistas que apostaban en promedio por un alza de 0.89 por ciento.Así, en 12 meses, la expansión de la inflación general fue de 7.45 por ciento en el tercer mes del año, el mayor registro para un mes similar desde 2000, cuando se ubicó en 10.11 por ciento. Asimismo, en su medición interanual la tasa de inflación de marzo fue la mayor desde enero de 2001 que resultó de 8.11 por ciento. En la última encuesta de Citibanamex, los analistas pronosticaron un avance promedio anual de 7.34 por ciento en marzo.Además, supera la meta de 3.0 por ciento +/- 1 punto porcentual del Banco de México de estabilidad de precios por 22 meses consecutivos.La inflación anual al consumidor de la canasta de consumo mínimo, la cual está integrada por un subconjunto de 176 productos y servicios del INPC, aumentó de manera anual 8.07 por ciento en marzo.Mercancías y serviciosEl índice de precios subyacente, que excluye energía y agropecuarios, registró un incremento de 0.72 por ciento mensual y de 6.78 por ciento anual. En el mismo periodo, el índice de precios no subyacente, aquel que sí incluye productos de alta volatilidad como los precios agropecuarios y energéticos, aumentó 1.79 por ciento a tasa mensual y 9.45 por ciento a tasa anual.Al interior del índice subyacente, a tasa mensual, los precios de las mercancías subieron 0.93 por ciento y los de los servicios 0.47 por ciento; con respecto a marzo de 2021 8.69 y 4.62 por ciento, respectivamente.Dentro del índice no subyacente, los precios de los productos agropecuarios crecieron 1.23 por ciento y los de los energéticos y tarifas autorizadas por el gobierno 2.24 por ciento a tasa mensual; a tasa anual el incremento fue de 16.12 y 5.23 por ciento, en ese orden, según datos del Inegi.“La inflación no tiene nada de transitoria, volvió al alza. La general subió a 7.45 por ciento en marzo de 7.28 por ciento en febrero; la subyacente se va a 6.78 por ciento de 6.59 por ciento. Sin los subsidios a los energéticos, la inflación habría saltado más alto”, aseveró Alfredo Coutiño, director de Moody’s Analytics.Añadió que más allá de la volatilidad propia de la inflación general, la subyacente no solo no deja de subir, sino que presenta cambios mensuales por encima de medio punto porcentual desde finales del año. Las mayores presiones se dieron en alimentos, bebidas y tabaco y otros servicios.Dispara inflación futuraLa inflación al productor, incluyendo petróleo, registró en marzo un incremento de 1.96 por ciento mensual y de 10.36 por ciento anual. Por actividades, el mayor incremento de los precios se presentó en el sector agropecuario, con un aumento de 15.11 por ciento; seguido del industrial, con un avance de 12.84 por ciento.“Con el repunte de la inflación general de las últimas quincenas, la brecha de inflación afianza su tendencia alista y se mantiene en los niveles más elevados desde noviembre del año pasado y principios de 2001”, precisó Janneth Quiroz, subdirectora de análisis de Monex.Y es que comentó que la inflación general anual de marzo volvió a aumentar por segundo mes consecutivo; por lo que preocupa el desempeño de la subyacente, que mantuvo su tendencia al alza por 17 meses. En la primera quincena de marzo alcanzó 6.68 por ciento y en la segunda 6.88.Para Coutiño el “aparente” espacio que la política monetaria pudo ganar al mantenerse tímida y atrás de la curva en el alza de tasas, ahora puede forzarla a acelerar el paso. El costo de no actuar preventivamente puede resultar mayor. “Dejar que la formación de precios se deteriore sale caro”.",https://www.jornada.com.mx/notas/2022/04/07/economia/inflacion-llega-a-7-45-en-marzo-ante-alza-en-precio-de-energeticos/,lajornada,www.jornada.com.mx,7,320
9ae506335d3edc53ad9ab6c51b1b50b9,Pumas pega primero en la ida de semis de la Concachampions ,"En partido entre equipos mexicanos, los Pumas vencieron 2-1 al Cruz Azul este martes en el partido de ida de las semifinales de la Liga de Campeones de la Concacaf-2022 jugado en el estadio Olímpico Universitario de la Ciudad de México.El argentino Juan Dinenno, a los minutos 37 y 45+2, hizo los goles para el triunfo de los felinos universitarios. El uruguayo Christian Tabó, al 83, consiguió el descuento para la escuadra celeste.El partido de vuelta de esta eliminatoria se jugará el 12 de abril en el estadio Azteca.La otra semifinal se pondrá en marcha el miércoles entre los clubes estadounidenses Seattle Sounders y New York City en el estadio Lumen Field, y se cerrará el miércoles 13 en la Arena Red Bull.",https://www.jornada.com.mx/notas/2022/04/05/deportes/pumas-pega-primero-en-la-ida-de-semis-de-la-concachampions/,lajornada,www.jornada.com.mx,6,58
0f90a903442f3eb18a72e961d989f1fe,El Correo Ilustrado ,"Convocan a cerrar filas con el PresidenteAl pueblo de México:La coordinación del Foro Petróleo y Nación, junto con muy reconocidos creadores y sindicalistas, expresamos nuestro apoyo a la iniciativa de reforma constitucional en materia eléctrica y energética presentada por el presidente Andrés Manuel López Obrador.¡Vamos todos juntos!#SoberaníaEnergética#NoMásSaqueo#LargaVidaPemexCFEEliezer Morales Aragón, Juan José Dávalos López, Paco Ignacio Taibo II, Rafael Barajas “El Fisgón”, Jesús Ramírez Cuevas, Francisco Martínez Marcué, Antonio Gershenson, Ángel Balderas Puga, José Antonio Almazán, Adrián Pedrozo, Eduardo Romero Bringas, Ruxi Mendieta, Nicolás Domínguez Vergara, Benjamín Hernández Madrigal, Ana Margarita Gutiérrez, Hervey Rivera González y Sebastián Irigoyen IbarraDilucidan entre revocación de mandato y elección presidencialEn el Colectivo Morena Chilangos sostenemos que es más importante para la ciudadanía (el soberano, el pueblo), en lo social e individual, la figura jurídica –como proceso democrático– revocación de mandato que elección presidencial, por lo siguiente: la revocación es un derecho constitucional de democracia directa, no una elección, sino una decisión, calificación y la satisfacción (o no) de las expectativas de los ciudadanos al Presidente en turno. Esto significa que se le revoque el mandato o que siga en la Presidencia (no elegimos, decidimos).En una elección presidencial, se nos presenta una boleta electoral por parte de las organizaciones políticas (llamada partidocracia) con dos, tres o más candidatos a dicho cargo (los electores no deciden quien aparecerá en la boleta), tenemos que elegir entre éstos. Por tal virtud, nos podemos equivocar o ser engañados, y será hasta la revocación de mandato que decidamos si cumplieron con las promesas establecidas, sus programas de gobierno y nuestras expectativas para beneficio de los que dicen representar.En la revocación es donde realmente se empodera la ciudadanía. Es abismal la pobreza democrática de los que llaman a no participar el 10 de abril, lo realmente cierto es que le tienen miedo al pueblo, al soberano, al ciudadano. Les molesta, incomoda y los saca de sus casillas el afirmar ¡que el pueblo quita y el pueblo pone! y que ¡sólo el pueblo salva al pueblo!El pueblo ya despertó (en 2018, 2021, y lo seguirá demostrando en 2022, 2023 y 2024), está consciente de su papel histórico, de su participación fundamental y decisiva en la transformación de la sociedad. ¡Con el pueblo todo, sin el pueblo nada!Colectivo Morena ChilangosDistingue el tipo de oposiciones a AMLOLa razón les huye resignada y el instinto hace su mejor esfuerzo, deambulan y balbucean, como auténticos mutantes que apenas gruñen. Esta es la patética oposición al gobierno de Andrés Manuel López Obrador, sobre todo la del PAN. Del otro lado está el movimiento social, caminando infatigable y sobreviviente a su propia historia, debatiéndonos, discursándonos para diseñar una nueva realidad de igualdad, libertad y solidaridad, sustentado en la política ideológica, desde la cientificidad revolucionaria a la concreción del sueño de clase trabajadora.La actual crisis humana, para la clase trabajadora, significa detener el ecocidio de todas las especies y el planeta; por mucho, es la última llamada a fin de revertir el daño del capitalismo imperialista y lograr la sobrevivencia, literalmente. Por eso al actual gobierno de México le criticamos en fondo y forma, pero sobre todo con propuestas, sustentados en un proyecto de nación. También por eso reiteramos la exigencia de un pacto social, con el debate, discurso y narrativa total incluyente y con el argumento razonado. Una cosa es la oposición dialéctica, la conservadora es pura carcajada del muerto.Ismael Cano M.CorrecciónPor error inexplicable, como no sea alguna dislexia o deterioro cognitivo de un servidor, en mi artículo de ayer, “No todo lo que brilla es López”, cambié el nombre del conocido cinefotógrafo Gabriel Figueroa Mateos en “Rafael”, y el de su hermano Roberto Figueroa en “Rodolfo”. Pido una disculpa a la familias Figueroa y Mateos, así como a los lectores. Soy el único y apenado responsable de los errores.Hermann BellinghausenSe queja del sistema de cobro del SacmexDesde septiembre de 2021, he solicitado al Sistema de Aguas de la Ciudad de México que me cobre de acuerdo con el consumo real y no por estimación los derechos por el suministro del líquido, de la cuenta 2533241057010003 en Coyoacán. La dependencia alega que no tiene personal lecturista por la pandemia, cuando precisamente por ésta el inmueble no tiene uso desde julio de 2021. Además, siguió expidiendo desde agosto hasta diciembre de 2021 recibos bimestrales por 2 mil 267 y, en el bimestre 1/2022 por 2 mil 159 pesos, como si consumiera 37 mil 920 metros cúbicos, que no corresponde ni remotamente a lo consumido. He pedido en la sucursal Coyoacán y en Atención Ciudadana de la alcaldía Benito Juárez que hagan los ajustes necesarios a fin de pagar según lo consumido, para ello presenté fotos del medidor junto con las fechas impresas en los periódicos. Deseo cumplir y realizar los pagos correspondientes a mi consumo. En este sentido, pido al Sacmex que haga los ajustes correspondientes a los bimestres transcurridos y expida nuevos recibos acordes con los consumos reales.Sergio Trejo Trejo",https://www.jornada.com.mx/notas/2022/04/05/opinion/el-correo-ilustrado-20220405/,lajornada,www.jornada.com.mx,2,430
39c12eb5477be3c9b9c434c7a26fc1ee,Continuará ambiente caluroso y escasas lluvias en gran parte del país ,"Ciudad de México. De acuerdo con información del Servicio Meteorológico Nacional (SMN) este martes continuará el ambiente de caluroso a muy caluroso y escasas lluvias en la mayor parte de México y se pronostican vientos fuertes con tolvaneras en el norte de Chihuahua.El SMN dio a conocer que la onda de calor mantendrá ambiente vespertino de caluroso a muy caluroso y escasa probabilidad de lluvia sobre el occidente, centro, oriente y sureste de México, se prevén temperaturas máximas superiores a los 45 grados Celsius en el este y centro de San Luis Potosí y el norte de Veracruz.También, se esperan temperaturas de 40 a 45 grados Celsius para Campeche, el norte de Hidalgo, el noroeste de Guerrero, Michoacán, Morelos, el norte de Oaxaca, norte, centro y sur de Puebla, norte de Querétaro, Tabasco, Tamaulipas, sur de Veracruz y Yucatán, y máximas de 35 a 40 grados Celsius en el norte de Baja California, Chiapas, el este de Coahuila, el suroeste del Estado de México, el noreste de Guanajuato, el sur de Jalisco, norte y este de Nuevo León y Quintana Roo.Así como temperaturas máximas de 30 a 35 grados Celsius en Aguascalientes, el centro de Baja California Sur, Ciudad de México, Colima, noreste de Chihuahua, este de Durango, Nayarit, centro de Sinaloa, centro y norte de Sonora, Tlaxcala y Zacatecas.Por otra parte, una línea seca se extenderá sobre el noreste de México y, en interacción con la corriente en chorro subtropical, ocasionará rachas de viento de 60 a 70 kilómetros por hora (km/h) y tolvaneras en Chihuahua, y rachas de 50 a 60 km/h en Coahuila, Durango, Nuevo León, San Luis Potosí, Tamaulipas y Zacatecas; así como lluvias aisladas (de 0.1 a 5 milímetros [mm]) en Coahuila, Nuevo León y Tamaulipas.El ingreso de humedad del Océano Pacífico, propiciará viento de componente sur con rachas de 60 a 70 km/h en Chiapas y Oaxaca, y rachas de 50 a 60 km/h en Campeche, Quintana Roo, Tabasco y Yucatán. Así como lluvias aisladas en Chiapas y Oaxaca.Continuará ambiente frío en zonas serranas de la Mesa del Norte y la Mesa Central, se prevén temperaturas mínimas de -10 a -5 grados Celsius en el oeste, centro y sur de Chihuahua y el norte, centro y sur de Durango; de -5 a 0 grados Celsius en el centro y oeste del Estado de México, norte y este de Sonora y oeste y sur de Zacatecas; así como de 0 a 5 grados Celsius en el oeste y noreste de Aguascalientes, norte y centro de Baja California, norte de Guanajuato, sureste de Hidalgo, norte de Jalisco, este de Michoacán, norte, oeste y sur de Puebla y Tlaxcala.Se podrían registrar heladas en regiones serranas de Chihuahua, Durango, Estado de México, Sonora y Zacatecas.",https://www.jornada.com.mx/notas/2022/04/05/estados/continuara-ambiente-caluroso-y-escasas-lluvias-en-gran-parte-del-pais/,lajornada,www.jornada.com.mx,8,234
fae5e86f5e8ea00025476d7df6926303,UEFA reforma el fairplay financiero para limitar los salarios ,"Suiza. Concebidas en plena crisis del covid-19 y destinadas a evitar que se vayan por las nubes los costos salariales, las nuevas reglas del fairplay financiero de la UEFA serán confirmadas este jueves con la intención de frenar el endeudamiento de los clubes europeos, eternamente tentados por la superioridad financiera para saciar su sed de trofeos.En 12 años, esta limitación del déficit de los clubes contribuyó a sanear las cuentas, pero también reveló sus límites: su rigor agrava la suerte de los equipos en apuros, cuando la pandemia costó unos 7 mil 365 millones de dólares al futbol europeo en dos temporadas, pero sin incidir en los planteles de países con fondos casi ilimitados, con PSG y Manchester City en cabeza.Para no precipitar una ola de quiebras, la UEFA, por tanto, relajó la evaluación de los déficits en 2020, para luego anunciar una revisión importante de las reglas financieras impuestas a los clubes.El principal cambio es filosófico: ya no se trata más de exigir el equilibrio de las cuentas, sino de limitar los gastos dedicados a los salarios, traspasos y comisiones de agentes, identificados desde hace tiempo como el principal problema económico del futbol.“Es una señal a los inversores: ‘Pueden inyectar dinero fresco, pero no se deberá quemar todo en fichajes y salarios’”, dijo Raffaele Poli, responsable del Observatorio del Futbol CIES.Concretamente, el organismo del futbol europeo doblará el déficit autorizado sobre tres años (65.5 millones de dólares), pero obligará a los clubes a limitar su masa salarial a 90 por ciento de sus ingresos en 2023-2024, después a 80 y al final a 70 a partir de la temporada 2025-2026.Este mecanismo es una forma atenuada de “límite salarial”, regla clave del deporte estadunidense, la cual es difícil de importar por la UEFA, donde no existe una negociación centralizada. Si no lo logran, los incumplidores deberán pagar multas preestablecidas, según la amplitud de lo que se hayan pasado.Esta “tasa de lujo”, alabada desde el año pasado por el presiden-te del ente rector europeo, Aleksander Ceferin, será después redistribuida entre los clubes más virtuosos, aunque las ganancias se anuncian modestas para cada uno de los beneficiarios.Por otra parte, el proyecto prevé prohibiciones de fichajes, limitaciones de préstamos, descensos de una competición europea a otra y puntos de penalización de “mini-campeonatos” que sustituirán a las fases de grupos a partir de 2024.La UEFA, como la ECA (Asociación de Clubes Europeos), lo ha repetido: el fairplay financiero no debería influir en la pelea por los trofeos.Por su parte, la FIFA desmintió las versiones sobre una presunta intención de alargar, más allá de 90 minutos, la duración de los partidos del Mundial. “No habrá cambios en las reglas”, aseguró.",https://www.jornada.com.mx/notas/2022/04/07/deportes/uefa-reforma-el-fairplay-financiero-para-limitar-los-salarios/,lajornada,www.jornada.com.mx,6,217
3739233777771863451c7a98ca67380d,"Listo, el ferry que ofrecerá paseos a las Islas Marías ",,https://www.jornada.com.mx/notas/2022/04/06/estados/listo-el-ferry-que-ofrecera-paseos-a-las-islas-marias/,lajornada,www.jornada.com.mx,6,0
7c7a81c780528da20a5e2c768e3a3007,Reconocen opositores el programa Sendero Seguro ,"Legisladores de oposición reconocieron que el programa Senderos Seguros: Camina Libre. Camina Segura, que instituyó el gobierno local dentro de la declaratoria de alerta por violencia contra las mujeres, ha contribuido a mejorar la seguridad en las zonas intervenidas, por lo que otras vez promovieron exhortos para ampliarlo a demarcaciones gobernadas por alcaldes de la UNA.Desde 2019 se aplica en las 16 demarcaciones y a la fecha hay 205 corredores y al menos 45 tramos en alcaldías de oposición que se consideran prioritarios.En la sesión del pasado martes las diputadas Lourdes González y Silvia Sánchez, del PRI, presentaron puntos de acuerdo que se aprobaron –con adhesiones del PAN y PRD– para construirlos en 19 avenidas y calles de Álvaro Obregón, Cuajimalpa y Cuauhtémoc.Luis Chávez y Daniela Álvarez, del PAN, presentaron ayer otra propuesta para 11 puntos de Tlalpan, pues “posibilita incrementar las condiciones de seguridad y el disfrute del espacio público”.Sin embargo, la mayoría de Morena no avaló su inmediata aprobación, por lo que se turnó a comisiones.",https://www.jornada.com.mx/notas/2022/04/07/capital/reconocen-opositores-el-programa-sendero-seguro/,lajornada,www.jornada.com.mx,5,85
569a9c6fc5bdf5f29574e2c71f2acd9a,Caen Hernández y Sánchez en el Abierto de la CDMX ,"Alejandro Hernández jugó enfadado casi todo el encuentro que perdió frente al alemán Elmar Ejupovic, en la primera ronda del Abierto de la Ciudad de México 2022 que se desarrolla en el Centro Deportivo Chapultepec, donde imperó la “legión argentina”, con cinco de sus seis representantes librando sus compromisos.Hernández, el mexicano mejor clasificado en la lista de la Asociación de Tenistas Profesionales, donde se ubica en el sitio 559, de nuevo desaprovechó la oportunidad de progresar en el tenis internacional, como había sucedido este año al caer en su debut en el Abierto de Acapulco y ayer en el torneo clase Challenger, en la llamada Catedral del tenis mexicano, ambos jugados mediante wild card.“Fue un partido bastante duro. Mi rival no me dio ninguna oportunidad en su servicio, estuvo muy fino con el saque; creo que sólo tuve un breake point en todo el cotejo y esa fue la diferencia; en el segundo set me quiebra muy rápido, en el primer juego ya no tuve más oportunidades para regresar al partido”, recapituló el acapulqueño de 22 años tras caer en el debut por doble 6-4 ante el alemán, siete años mayor y 450 del mundo.“No es que me haya sorprendido, había visto cómo venía jugando, pero realmente lo hizo muy bien. Siempre estuvo arriba y hay que darle todo el crédito”, dijo, y admitió que “el nivel es el mismo, pero hay que seguir trabajando, sólo así podrán venir las victorias”.También en primera ronda, pero en el torneo de dobles, quedó el potosino Manuel Sánchez, en dupla con el australiano Bernard Tomic, con quien jugaba por segunda vez, y fueron superados por los bolivianos Boris Arias y Federico Zeballos.En este torneo categoría 125 ATP que regresó a la Ciudad de México después de 15 años, sólo quedan dos tricolores en liza, Miguel Ángel Reyes en dupla con el colombiano Nicolás Barrientos, y Luis Patiño, también en dobles, en mancuerna con el veterano español Adrián Menéndez-Maceiras.Los emparejamientos de primera ronda fueron dominio de los argentinos. A temprana hora, Tomás Etcheverri, 106 del orbe y segundo sembrado del torneo, doblegó 6-3 y 6-2 al único ruso, Evgeny Donskoy (206), quien compitió como neutral.En el segundo turno en el estadio Rafael Pelón Osuna, Juan Ignacio Londero, 131 del mundo y quinto sembrado, dio cuenta del portugués Goncalo Oliveira, clasificado 265 y surgido de la calificación.Y en el encuentro que selló la jornada, entre argentinos, Juan Pablo Ficovich, 207 de la lista ATP, eliminó al máximo favorito, Facundo Bagnis, el único dentro de los top-100 en el ranking, por 6-3 y 6-2.También avanzaron a segunda ronda los argentinos Renzo Olivo, Facundo Mena, el brasileño Mateus Alves, el suizo Marc-Andrea Huesler y el francés Jesper de Jong.",https://www.jornada.com.mx/notas/2022/04/06/deportes/caen-hernandez-y-sanchez-en-el-abierto-de-la-cdmx/,lajornada,www.jornada.com.mx,5,237
